"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_20","exp_avant_20","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_20","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_20","NB_CLUB_AVANT_20","TOP_50_AVANT_20","TOP_50_150_AVANT_20","top_restant_AVANT_20","France U16","France U17","France U18","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","Y"
639,"Defenseur",12,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
666,"Defenseur",3,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32.5,1,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,88,1,1
674,"Gardien de But",2,"France","aucun","aucun",0,0,NA,NA,NA,NA,18.75,18.75,NA,NA,NA,NA,0,11.47,3,"0","0","1",1,1,0,NA,7,590,7,NA,6,540,6,NA,NA,NA,NA,0
688,"Milieu",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00039,20.4,2,"0","0","1",1,1,0,NA,8,321,4,NA,2,90,1,NA,NA,NA,NA,0
690,"Defenseur",2,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.92,2,"1","0","0",1,0,0,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
695,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1","0","0",1,1,1,3,12,1056,12,1,20,1750,20,NA,8,653,7,1
712,"Milieu",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027,12.57,2,"0","1","1",1,0,0,2,9,578,6,NA,NA,NA,NA,NA,NA,NA,NA,0
713,"Attaquant",5,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00073,22.18,2,"1","1","0",0,1,0,NA,NA,NA,NA,NA,2,90,1,NA,NA,NA,NA,0
715,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","PEM - PEM CLAIREFONTAINE",0,0,NA,16.78,16.78,16.78,17.45,17.45,16.78,16.78,16.78,NA,0,8.39,5,"0","1","1",1,0,0,NA,2,180,2,NA,NA,NA,NA,NA,NA,NA,NA,0
728,"Defenseur",1,"France","aucun","aucun",0,0,14.73,13.34,11.31,13.34,13.34,13.34,11.31,13.34,13.34,16.05,4e-05,9.55,4,"1","1","1",1,1,0,1,8,490,6,NA,4,360,4,NA,NA,NA,NA,0
737,"Milieu",11,"France","CFM - CENTRE DE FORMATION ST DE REIMS","PEM - PEM REIMS",0,0,14.01,14.85,16.54,14.85,17.8,18.07,17.8,15.53,15.53,13.33,6e-05,8.98,2,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,151,2,0
742,"Attaquant",6,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00072,28.85,1,"1","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,NA,0
744,"Attaquant",7,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,8.06,2,"0","1","1",1,0,0,NA,1,55,1,NA,NA,NA,NA,NA,NA,NA,NA,0
757,"Attaquant",1,"France","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00044,17.45,2,"0","0","1",1,0,0,3,14,687,8,NA,NA,NA,NA,NA,NA,NA,NA,0
766,"Attaquant",4,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,15.34,15.34,NA,15.34,16.89,16.89,NA,NA,NA,15.34,0.00048,9.23,4,"1","1","1",1,0,0,NA,3,200,2,NA,NA,NA,NA,NA,NA,NA,NA,0
769,"Defenseur",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CLAIREFONTAINE",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012,14.43,4,"0","0","1",1,1,1,NA,11,805,8,NA,4,321,3,NA,3,195,2,0
774,"Defenseur",4,"Cap-Vert","CFM - CENTRE DE FORMATION ST DE REIMS","PEM - PEM REIMS",0,0,18.02,18.02,18.02,18.02,19.01,19.01,NA,NA,NA,NA,1e-04,12.05,3,"0","1","1",1,1,0,NA,9,470,5,NA,1,27,NA,NA,NA,NA,NA,0
775,"Milieu",2,"France","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",0,1,11.51,13.32,14.23,13.32,13.93,13.93,14.23,13.32,13.32,11.51,0.00014,6.43,2,"0","1","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
791,"Attaquant",12,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,1,13.69,12.94,12.84,12.94,12.94,12.94,12.84,12.17,12.17,13.69,0.00043,9.11,3,"1","1","0",1,1,0,NA,4,198,2,NA,4,146,2,NA,NA,NA,NA,0
793,"Defenseur",1,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,16.81,17.74,18.2,17.74,17.97,17.97,18.2,17.74,17.74,16.81,2e-05,13.8,3,"0","0","1",0,1,0,NA,NA,NA,NA,NA,2,85,1,NA,NA,NA,NA,0
794,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,7.47,5,"1","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
801,"Defenseur",6,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM CLAIREFONTAINE",0,0,18.06,18.06,18.06,18.06,17.04,17.04,NA,NA,NA,NA,9e-05,16.34,2,"1","1","0",1,0,0,NA,4,244,2,NA,NA,NA,NA,NA,NA,NA,NA,0
812,"Attaquant",8,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
815,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.98,4,"1","0","1",0,1,0,NA,NA,NA,NA,NA,1,44,NA,NA,NA,NA,NA,1
816,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,18.7,18.7,18.7,18.7,18.7,18.7,NA,18.7,NA,NA,0,14.22,1,"0","0","0",1,1,1,NA,1,49,NA,NA,9,810,9,NA,4,314,3,0
818,"Milieu",11,"Algérie","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32.83,1,"0","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
830,"Defenseur",4,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99.86,1,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,27,NA,0
833,"Attaquant",3,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,13.33,13.33,13.33,10,10,13.33,13.33,13.33,NA,0.00047,7.98,1,"0","0","1",0,1,0,NA,NA,NA,NA,NA,5,232,2,NA,NA,NA,NA,0
835,"Milieu",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
847,"Defenseur",4,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,14.34,12.92,12.31,12.92,12.92,12.92,11.28,12.64,12.64,13.54,2e-05,9.99,1,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,0
853,"Defenseur",7,"France","CFM - CENTRE DE FORMATION PARIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00042,11.69,2,"1","0","0",1,0,0,1,7,321,3,NA,NA,NA,NA,NA,NA,NA,NA,0
860,"Defenseur",3,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,9.8,3,"0","1","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,188,2,0
861,"Gardien de But",2,"France","aucun","aucun",0,0,NA,8.96,8.96,8.96,NA,NA,8.96,8.96,8.96,NA,0,9.41,2,"0","1","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
864,"Attaquant",3,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,111,1,1
875,"Milieu",10,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00059,12.88,2,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,106,2,0
879,"Attaquant",2,"France","aucun","PEM - PEM TALENCE",1,0,NA,16.34,16.34,16.34,NA,NA,16.34,16.34,16.34,NA,3e-05,12.06,3,"0","0","1",1,0,0,2,9,305,5,NA,NA,NA,NA,NA,NA,NA,NA,0
885,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,66.67,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
886,"Attaquant",1,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00168,5.24,3,"1","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
900,"Attaquant",8,"Guinée-Bissau","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00122,25.09,1,"0","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
907,"Defenseur",9,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,10.77,3,"1","0","0",0,1,1,NA,NA,NA,NA,NA,1,73,1,NA,1,65,1,1
909,"Attaquant",12,"France","aucun","aucun",0,0,8.82,8.82,8.82,8.82,NA,NA,NA,NA,NA,8.82,0.00016,10.24,3,"1","1","1",0,1,0,NA,NA,NA,NA,NA,4,178,3,NA,NA,NA,NA,0
914,"Defenseur",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,26.22,2,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
935,"Attaquant",5,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,13.68,13.68,13.68,13.68,14.1,14.1,11.11,NA,NA,NA,0.00027,7.58,2,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,NA,0
956,"Defenseur",7,"France","aucun","aucun",0,0,20,20,20,20,NA,NA,NA,NA,NA,NA,0.00016,18.36,2,"1","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
964,"Attaquant",1,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,16.93,NA,16.93,16.93,16.93,NA,16.93,16.93,16.93,0.00013,9.66,2,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,362,4,0
966,"Attaquant",5,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","PEM - PEM CLAIREFONTAINE",1,0,18.62,16.66,16.66,16.66,16.66,16.66,15.68,15.68,15.68,NA,0.00043,12.69,2,"1","1","0",0,1,1,NA,NA,NA,NA,NA,13,504,5,1,6,278,3,0
968,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM SAINT-SEBASTIEN SUR LOIRE",0,0,12.3,14.63,14.62,14.63,15.26,15.26,14.62,14.63,14.63,14.63,9e-05,10.6,2,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,283,3,0
969,"Attaquant",8,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,4.91,4.91,4.91,15,15,4.91,4.91,4.91,NA,0.00035,7.85,2,"0","0","1",1,1,0,3,9,461,6,2,19,829,9,NA,NA,NA,NA,0
982,"Defenseur",10,"France","aucun","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,14.79,5,"1","1","0",1,0,0,1,8,396,4,NA,NA,NA,NA,NA,NA,NA,NA,0
984,"Milieu",9,"Madagascar","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012,21.22,1,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,72,1,1
986,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,0,14.54,13.74,12.61,13.74,13.74,13.74,12.61,13.74,13.74,14.54,0,7.28,2,"1","0","0",0,1,0,NA,NA,NA,NA,NA,1,46,1,NA,NA,NA,NA,0
989,"Defenseur",9,"France","aucun","aucun",0,1,10.91,12.99,14.03,12.99,14.03,14.03,14.03,12.99,12.99,10.91,0.00012,17.63,3,"1","0","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1001,"Milieu",5,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,NA,17.24,17.24,17.24,16.91,16.91,17.24,17.24,17.24,NA,0.00012,8.76,3,"1","1","0",1,0,0,3,8,405,5,NA,NA,NA,NA,NA,NA,NA,NA,0
1004,"Milieu",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-05,22.1,2,"0","0","1",1,0,0,NA,13,773,9,NA,NA,NA,NA,NA,NA,NA,NA,0
1009,"Gardien de But",6,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.7,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1014,"Defenseur",6,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,12.04,14.98,14.64,14.98,17.85,17.85,15.95,14.69,14.69,15.32,8e-05,11.4,2,"0","0","1",0,1,0,NA,NA,NA,NA,NA,3,194,2,NA,NA,NA,NA,0
1022,"Attaquant",5,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","PEM - PEM CLAIREFONTAINE",0,0,NA,13.59,12.5,13.59,12.5,12.5,12.5,13.59,13.59,15.77,0.00061,8.18,2,"0","0","1",1,1,0,1,6,255,3,NA,1,46,1,NA,NA,NA,NA,0
1038,"Attaquant",3,"France","CFM - CENTRE DE FORMATION ST DE REIMS","PEM - PEM CLAIREFONTAINE",2,1,15.37,15.78,16.76,15.78,16.32,16.32,16.19,15.07,15.07,12.84,9e-05,7.38,4,"1","1","1",1,1,1,3,9,430,5,3,19,911,10,7,11,737,9,1
1048,"Milieu",3,"France","CFM - ACADEMY AS MONACO FC","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00039,17.94,3,"1","1","0",0,1,0,NA,NA,NA,NA,1,3,142,1,NA,NA,NA,NA,0
1065,"Attaquant",2,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM REIMS",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.15,1,"0","0","0",1,0,0,1,4,221,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1070,"Attaquant",1,"Congo","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28.25,2,"1","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,99,1,0
1073,"Attaquant",5,"France","aucun","aucun",0,0,NA,10.7,10.7,10.7,NA,NA,10.7,10.7,10.7,NA,6e-05,10.4,2,"0","0","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,154,1,0
1085,"Milieu",3,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1086,"Milieu",6,"France","CFM - CENTRE DE FORMATION DIJON FOOTBALL CÔTE D'OR","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1089,"Milieu",1,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,1,13.75,NA,NA,NA,13.75,13.75,NA,NA,NA,NA,0.00022,13.51,4,"1","1","1",1,0,0,NA,5,288,4,NA,NA,NA,NA,NA,NA,NA,NA,0
1091,"Defenseur",1,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","aucun",0,0,NA,NA,13.95,NA,NA,NA,NA,NA,NA,NA,0.00013,14.89,2,"1","0","0",1,0,0,NA,1,23,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1094,"Milieu",1,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,0,NA,13.14,13.14,13.14,NA,NA,NA,NA,NA,13.14,0.00013,14.14,2,"0","1","0",1,1,0,1,2,103,1,NA,3,168,2,NA,NA,NA,NA,0
1098,"Attaquant",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00091,14.65,5,"1","1","0",1,1,1,4,12,683,8,NA,3,75,NA,NA,2,80,1,0
1101,"Milieu",4,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1103,"Milieu",11,"France","CFM - CENTRE DE FORMATION F.C. METZ","PEM - PEM NANCY",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04,10.43,1,"0","0","1",1,0,0,NA,5,221,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1105,"Gardien de But",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",0,0,13.79,13.79,NA,13.79,15,15,NA,13.79,13.79,13.79,0,10.62,1,"0","1","0",1,1,0,NA,1,90,1,NA,2,110,1,NA,NA,NA,NA,0
1107,"Defenseur",11,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,16.88,9.89,9.89,9.89,12.22,12.22,9.89,9.89,9.89,NA,3e-05,9.52,7,"1","0","1",1,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,2,84,1,1
1108,"Milieu",2,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM TALENCE",0,0,NA,15.58,15.58,15.58,15.58,15.58,15.58,15.58,15.58,NA,9e-05,11.36,1,"0","1","0",1,1,1,2,5,175,2,NA,2,64,1,NA,3,167,1,0
1113,"Attaquant",2,"France","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00179,37.33,1,"0","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1116,"Milieu",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM CASTELMAUROU",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00525,78.41,1,"0","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,180,2,1
1125,"Milieu",7,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",0,0,13.63,13.63,13.63,13.63,13.63,13.63,NA,NA,NA,NA,0.00019,10.44,4,"0","0","1",0,1,0,NA,NA,NA,NA,NA,4,264,2,NA,NA,NA,NA,0
1138,"Defenseur",12,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,17.49,3,"1","1","1",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1152,"Defenseur",12,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1154,"Attaquant",6,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,0,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1157,"Attaquant",1,"Gabon","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,39.75,2,"0","0","1",1,1,1,2,6,381,4,NA,2,43,NA,NA,1,44,NA,0
1160,"Gardien de But",9,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,65.77,1,"0","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1170,"Attaquant",2,"France","aucun","aucun",1,1,NA,17.5,17.5,17.5,NA,NA,17.5,17.5,17.5,NA,0.00231,2.64,4,"1","0","1",1,0,1,1,9,421,6,NA,NA,NA,NA,NA,3,116,1,0
1172,"Milieu",4,"France","CFM - CENTRE DE FORMATION CLERMONT FOOT 63","aucun",0,0,9.11,12.02,13.47,12.02,13.16,13.16,13.47,12.02,12.02,9.11,0.00022,10.82,3,"0","1","1",0,1,0,NA,NA,NA,NA,NA,1,72,1,NA,NA,NA,NA,0
1179,"Attaquant",3,"Guinée","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,0,NA,12.86,12.86,12.86,8.33,8.33,12.86,12.86,12.86,NA,0.00019,9.3,2,"0","0","1",1,1,0,3,15,806,9,NA,14,597,7,NA,NA,NA,NA,0
1180,"Milieu",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1181,"Defenseur",12,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM GUADELOUPE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,16.87,3,"0","0","1",0,1,0,NA,NA,NA,NA,NA,1,90,1,NA,NA,NA,NA,0
1184,"Attaquant",6,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00059,10.12,3,"0","0","1",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,10,355,4,0
1203,"Milieu",2,"Tunisie","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,15.47,16.29,16.78,16.29,16.29,16.29,16.78,16.28,16.29,15.96,4e-04,9.63,2,"1","0","0",1,0,0,NA,1,67,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1220,"Milieu",12,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,7e-05,9.4,2,"1","1","0",0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,170,2,0
1228,"Milieu",9,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,14.28,11.16,8.82,11.16,11.16,11.16,8.82,11.16,11.16,14.28,0.00014,12.58,1,"1","0","0",1,0,0,NA,4,188,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1236,"Milieu",4,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,17.56,2,"0","1","0",1,0,0,NA,4,225,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1239,"Attaquant",9,"France","CFM - CENTRE DE FORMATION AMIENS SP.C. PICARDIE","PEM - PEM CLAIREFONTAINE",0,1,14.64,14.23,15.09,14.23,15.09,15.09,13.81,13.08,13.08,11.63,0.00038,9.44,5,"1","0","1",1,0,0,NA,2,77,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1251,"Attaquant",4,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00463,99.62,1,"0","0","0",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1253,"Milieu",2,"France","aucun","aucun",0,0,NA,12.2,12.2,12.2,13.76,13.76,12.2,12.2,12.2,NA,0.00011,9.81,2,"0","0","1",1,0,1,1,10,451,4,NA,NA,NA,NA,NA,3,108,1,0
