"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES_AVANT_19","exp_avant_19","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON_AVANT_19","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON_AVANT_19","NB_CLUB_AVANT_19","TOP_50_AVANT_19","TOP_50_150_AVANT_19","top_restant_AVANT_19","France U16","France U17","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","Y"
198,"Milieu",5,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM LIEVIN",0,0,16.57,16.04,16.47,16.04,16.04,16.04,16.47,16.04,16.04,15.47,0.00044,9.68,3,"1","0","1",1,0,2,9,487,5,NA,NA,NA,NA,0
206,"Milieu",4,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,19.26,2,"0","0","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
212,"Defenseur",3,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CASTELMAUROU",0,0,14.05,14.73,15.07,14.73,15.07,15.07,15.07,14.73,14.73,14.05,0,18.86,1,"0","1","0",1,1,NA,2,150,2,NA,1,90,1,0
216,"Defenseur",3,"France","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,10.04,2,"0","0","1",1,0,NA,2,117,1,NA,NA,NA,NA,0
226,"Attaquant",12,"France","aucun","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04167,4.5,1,"1","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
227,"Defenseur",2,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,13.07,3,"0","1","1",0,1,NA,NA,NA,NA,NA,1,89,1,0
231,"Attaquant",7,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","aucun",0,0,NA,15.36,15.36,15.36,NA,NA,15.36,15.36,15.36,NA,0.00025,10.74,1,"0","1","0",1,0,NA,2,55,1,NA,NA,NA,NA,0
248,"Attaquant",1,"France","CFM - CENTRE DE FORMATION R.C. STRASBOURG ALSACE","PEM - PEM REIMS",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00071,11.88,2,"0","0","1",1,1,NA,9,466,6,1,7,307,4,0
253,"Attaquant",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00066,11.07,3,"0","1","1",0,1,NA,NA,NA,NA,NA,2,84,1,0
262,"Attaquant",2,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,NA,2,88,1,NA,NA,NA,NA,0
264,"Milieu",6,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,0,NA,12.32,12.32,12.32,NA,NA,NA,NA,NA,12.32,0.00068,14.6,2,"1","0","0",1,0,NA,5,172,2,NA,NA,NA,NA,0
270,"Attaquant",2,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,9.66,9.66,9.66,9.66,NA,NA,NA,9.66,9.66,9.66,6e-04,11.36,2,"0","0","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
275,"Attaquant",1,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00068,11.91,2,"0","1","1",0,1,NA,NA,NA,NA,NA,1,36,1,0
282,"Defenseur",2,"France","aucun","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00243,2.17,1,"0","1","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
291,"Defenseur",1,"Sénégal","aucun","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,14.95,1,"1","0","0",1,0,NA,9,462,5,NA,NA,NA,NA,0
292,"Milieu",3,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","PEM - PEM NANCY",0,0,10.47,13.87,15.7,13.87,17.37,17.37,17.98,13.13,13.13,13.87,0.00018,9.31,2,"0","1","0",0,1,NA,NA,NA,NA,NA,2,51,1,0
308,"Attaquant",3,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,16.78,16.78,16.78,16.78,16.78,16.78,NA,16.78,16.78,16.78,0.00061,9.74,2,"0","0","1",0,1,NA,NA,NA,NA,2,6,247,3,0
318,"Defenseur",12,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,11.75,3,"1","0","0",0,1,NA,NA,NA,NA,NA,6,384,4,0
323,"Gardien de But",6,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,1,NA,NA,NA,NA,18.13,18.13,18.13,NA,NA,NA,0,11.58,3,"0","0","1",0,1,NA,NA,NA,NA,NA,2,180,2,1
327,"Attaquant",2,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,16.96,16.4,16.75,16.4,16.5,16.5,16.75,16.4,16.4,16.11,0.00018,8,5,"1","0","1",1,0,NA,5,182,2,NA,NA,NA,NA,0
331,"Milieu",3,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00192,60.19,2,"1","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
334,"Attaquant",6,"France","CFM - CENTRE DE FORMATION LA BERRICHONNE DE CHATEAUROUX","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,35.21,2,"1","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
344,"Attaquant",4,"Etats-Unis","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28,1,"0","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
347,"Defenseur",8,"France","CFM - CENTRE DE FORMATION F.C. METZ","aucun",0,0,11.15,11.15,11.15,11.15,NA,NA,NA,11.15,11.15,11.15,7e-05,13.14,2,"0","0","1",0,1,NA,NA,NA,NA,NA,9,618,7,0
353,"Defenseur",4,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
368,"Attaquant",4,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",1,0,16.16,17.92,18.8,17.92,18.8,18.8,18.8,17.92,17.92,16.16,0.00047,11.1,4,"1","0","0",1,0,2,5,195,2,NA,NA,NA,NA,0
371,"Milieu",1,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,0,10.21,10.21,10.21,10.21,10.21,10.21,NA,NA,NA,NA,8e-05,16.35,1,"0","0","0",1,0,NA,2,126,1,NA,NA,NA,NA,0
373,"Milieu",7,"France","aucun","aucun",0,0,20,12.47,12.59,12.47,13.89,13.89,12.59,12.47,12.47,14.57,0.00014,10.09,5,"0","1","1",1,1,NA,1,50,NA,NA,2,74,1,0
375,"Defenseur",2,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","PEM - PEM CASTELMAUROU",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33.45,1,"0","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
384,"Defenseur",3,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.6,3,"1","0","1",0,1,NA,NA,NA,NA,NA,8,385,4,0
386,"Attaquant",3,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00066,23.64,1,"1","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
388,"Milieu",1,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,14.29,3,"1","0","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
409,"Defenseur",10,"France","aucun","aucun",0,1,18.27,14.13,14.78,14.13,13.59,13.59,13.04,12.75,12.75,12.16,0,9.67,6,"1","0","1",1,1,NA,2,128,2,NA,2,48,1,0
414,"Milieu",1,"Maroc","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,8.82,2,"0","1","0",0,0,NA,NA,NA,NA,NA,NA,NA,NA,0
422,"Defenseur",7,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,0,14.1,11.17,8.43,11.17,11.86,11.86,7.5,11.42,11.42,16.64,1e-05,8.83,3,"1","0","1",0,0,NA,NA,NA,NA,NA,NA,NA,NA,1
